日数	手術名称	レセ電CD
0	胃瘻造設時嚥下機能評価加算　　　　　　　	150380510
0	ステントグラフト内挿術（胸部大動脈）　　	
0	ステントグラフト内挿術（腹部大動脈）　　	
0	ステントグラフト内挿術（腸骨動脈）　　　	
0	関節鏡下関節内骨折観血的手術（膝）　　　	
0	膝関節　　　　　　　　　　　　　　　　　	
2	肝悪性腫瘍ラジオ波焼灼療法（一連）　　　	
2	（内視鏡的胆管ステント留置術併施）　　　	
0	（胆道ステントセット　一般型　一時留置型	
2	（内視鏡的膵管ステント留置術　併施）　　	
2	（経皮的カテーテル心筋冷凍焼灼術）　　　	
0	（内視鏡的経鼻胆管ドレナージ術（ＥＮＢＤ	
2	（併施：肝悪性腫瘍ラジオ波焼灼療法（一連	
2	（併施：経皮的冠動脈形成術　不安定狭心症	
2	（併施：経皮的冠動脈形成術　その他のもの	
2	（併施：経皮的冠動脈ステント留置術　その	
3	（腹腔鏡下胃瘻造設術施行）　　　　　　　	
2	（併施：ステントグラフト内挿術（腹部））	
0	（併施：四肢の血管拡張術・血栓除去術）　	
0	内視鏡的胃、十二指腸ポリープ・粘膜切除術	
3	（併施：胸腔鏡下拡大胸腺摘出術）　　　　	
2	（併施：ステントグラフト内挿術・腸骨動脈	
2	（併施：肝悪性腫瘍ラジオ波焼灼療法　２	
2	（併施：内視鏡的乳頭切開術（乳頭括約筋切	
0	（経皮的内視鏡下胃瘻造設術施行）　　　　	
2	内視鏡的消化管止血術　　　　　　　　　　	
5	（併施：骨部分切除術・その他）　　　　　	
5	（併施：卵管全摘除術（開腹による）、皮膚	
2	（併施：内視鏡的胆道ステント留置術）　　	
2	（内視鏡的胆道結石除去術（その他）併施）	
5	（併施：虫垂切除術（虫垂周囲膿瘍を伴う）	
2	（内視鏡的胆道ステント留置術　併施）　　	
2	内視鏡的胆道結石除去術（その他）２回目以	
2	（内視鏡的乳頭切開術（乳頭括約筋切開のみ	
